162,,0,0,"2020-06-25 12:30:44.382",,,,"Gear Lever Boot Re-upholster",,,"2020-06-25 12:36:33.817",,,0
163,162,2,0,"2020-06-25 12:30:44.382",47,"WORKSHEET",,"Gear Lever Boot Re-upholster",,,"2020-06-25 12:36:33.832",,,0
164,,0,0,"2020-06-25 17:24:00.079",,,,"Battery Drained ",,,"2020-06-25 17:32:56.516",,,0
165,164,2,0,"2020-06-25 17:24:00.079",48,"WORKSHEET",,"Battery Drained ",,,"2020-06-25 17:32:56.579",,,0
166,,0,0,"2020-06-26 12:30:40.519",,,,"Power Steering Not working",,,"2020-06-26 12:31:58.403",,,0
167,166,2,0,"2020-06-26 12:30:40.519",49,"WORKSHEET",,"Power Steering Not working",,,"2020-06-26 12:31:58.454",,,0
168,,0,0,"2020-06-26 12:30:40.519",,,,"Engine Check Light On",,,"2020-06-26 12:31:58.464",,,0
169,168,2,0,"2020-06-26 12:30:40.519",49,"WORKSHEET",,"Engine Check Light On",,,"2020-06-26 12:31:58.485",,,0
170,71,2,0,"2020-06-26 17:07:11.281",50,"WORKSHEET",,"Air condioning not working",,,"2020-06-26 18:05:39.091",,,0
171,,0,0,"2020-06-28 13:27:50.921",,,,"Not Starting",,,"2020-06-28 13:36:08.604",,,0
172,171,2,0,"2020-06-28 13:27:50.921",51,"WORKSHEET",,"Not Starting",,,"2020-06-28 13:36:08.635",,,0
173,146,2,0,"2020-06-29 12:00:58.406",53,"WORKSHEET",,"Loss of Power",,,"2020-06-29 12:34:13.205",,,0
174,160,2,0,"2020-06-29 12:00:58.406",53,"WORKSHEET",,"Steering wheel Reupholstered",,,"2020-06-29 12:34:13.236",,,0
175,162,2,0,"2020-06-29 12:00:58.406",53,"WORKSHEET",,"Gear Lever Boot Re-upholster",,,"2020-06-29 12:34:13.252",,,0
176,,0,0,,,,,"Roof Linning has fallen Down",,,"2020-06-29 13:50:35.339",,,0
177,176,2,0,"2020-06-29 13:50:35.355",54,"WORKSHEET",,"Roof Linning has fallen Down",,,"2020-06-29 13:50:35.355",,,0
178,,0,0,,,,,"Rear Door Panels Handles to be re-upholstered",,,"2020-06-29 13:50:35.37",,,0
179,178,2,0,"2020-06-29 13:50:35.386",54,"WORKSHEET",,"Rear Door Panels Handles to be re-upholstered",,,"2020-06-29 13:50:35.386",,,0
180,86,2,0,"2020-06-12 11:51:16.144",21,"WORKSHEET",,"front bumper painting and repair",,,"2020-06-29 14:30:02.89",,,0
181,3,2,0,"2020-06-02 00:00:00.0",21,"WORKSHEET",,"service oil and oil filter change",,,"2020-06-29 14:30:02.921",,,0
182,,0,0,,,,,"Break Oil Change",,,"2020-06-29 14:30:02.937",,,0
183,182,2,0,"2020-06-29 14:30:02.937",21,"WORKSHEET",,"Break Oil Change",,,"2020-06-29 14:30:02.937",,,0
184,,0,0,,,,,"complete system Check",,,"2020-06-29 14:30:02.953",,,0
185,184,2,0,"2020-06-29 14:30:02.968",21,"WORKSHEET",,"complete system Check",,,"2020-06-29 14:30:02.984",,,0
186,139,2,0,"2020-07-01 12:14:34.953",55,"WORKSHEET",,"Air condioning Cooling Less / not working",,,"2020-07-01 12:14:34.953",,,0
187,139,2,0,"2020-07-01 12:46:53.554",56,"WORKSHEET",,"Air condioning Cooling Less / not working",,,"2020-07-01 12:46:53.554",,,0
