110,114,"DL 9CAQ 0896",,,"2020-07-31 13:41:46.517",,,,2018,"Silver",,"2026-02-28 18:54:00.0",1,,1,,1,30800,,1,"AMARON 38BL20 00038B20L 2/09/2025","Honda","city","1.5 Ivtec","Petrol",,0
111,41,"DL 3CBV 4530",,,"2020-07-31 13:43:55.86",,,,,,,,1,,1,,1,0,,1,,"Skoda","Laura","2.0 Manual","Diesel",,0
112,115,"DL 3CAY 7414",,,"2020-07-31 13:46:59.007",,,"",,"White",,,1,,1,,1,0,,1,,"Honda","accord ","2.4 ","Petrol","",0
113,116,"DL 9CZ 2743",,,"2020-08-01 11:33:35.707",,,,,,,,1,,1,,1,0,,1,,"Tata","Nano","","Petrol",,0
114,117,"DL 3CAK 8873",,,"2020-08-01 13:20:39.695",,,"",2007,"Galaxy Grey",,,1,,1,,1,0,,1,,"Honda","city","1.3","Petrol","",0
115,117,"DL 3CAK 8869",,,"2020-08-01 13:30:26.757",,,"",2007,"Gold",,,1,,1,,1,0,,1,,"Honda","city","1.3","Petrol","",0
116,118,"DL 3CBA 6437",,,"2020-08-01 13:42:50.031",,,"",,"D Grey",,"2021-05-01 13:42:21.015",1,"2021-08-01 13:42:31.531",1,"2020-12-31 13:42:43.328",0,0,,1,"","Honda","city","1.5 Ivtec","Petrol","",0
117,119,"DL 7CN 4067",,,"2020-08-02 11:53:06.938",,,,,"White",,,1,,1,,1,0,,1,,"Skoda","Yeti","","Diesel",,0
118,120,"DL 3CCD 1202",,,"2020-08-02 16:53:05.727",,,,2015,"Silver",,,1,,1,,1,0,,1,,"Hyundai","Accent","1.2 kappa Magna","Petrol","",0
119,121,"DL 3CH 1522",,,"2020-08-03 13:37:38.954",,,,,"D Grey",,,1,,1,,1,0,,1,"","Honda","Amaze","",,,0
120,122,"DL 12CJ 4130","Brake pad needs to be Changed ",,"2020-08-05 14:20:14.719",,,,2016,"White",,"2021-01-31 18:12:20.875",0,,1,"2021-08-05 18:12:48.89",1,55725,,1,,"Hyundai","i10","1.2 kappa Magna","Petrol","MALAM518LFM652714",0
121,123,"DL 3CBQ 0377",,,"2020-08-06 18:27:08.713",,,,,"Silver",,,1,,1,,1,0,,1,,"Hyundai","i20","1.2 kappa Magna","Petrol","",0
122,124,"DL 4CNE 6670",,,"2020-08-07 11:07:29.483",,,"",,"Gold","",,1,,1,,1,0,,1,"","Toyota","Corola Altis","1.8","Petrol","",0
123,125,"PB 08ED 6072",,,"2020-08-07 12:10:38.377",,,"",,"White",,,1,,1,,1,0,,1,,"Hyundai","Sonata","1.8","Diesel",,0
124,126,"DL 8CAM 1597",,,"2020-08-07 15:48:36.144",,,"",2016,"Silver",,,1,,1,,1,0,,1,,"Hyundai","i10 Grand","1.2 kappa Magna","Petrol","",0
